"id" "lnwg80" "lnwg81" "lnwg82" "lnwg83" "lnwg84" "lnwg85" "lnwg86" "lnwg87" "union80" "union81" "union82" "union83" "union84" "union85" "union86" "union87" "educ" "black" "SEI_80" "SEI_81" "SEI_82" "SEI_83" "SEI_84" "SEI_85" "SEI_86" "SEI_87" "SEI/10_80" "SEI/10_81" "SEI/10_82" "SEI/10_83" "SEI/10_84" "SEI/10_85" "SEI/10_86" "SEI/10_87"
"88" 1506 0,974396646022797 2,46510410308838 1,05503571033478 1,14276480674744 1,01274657249451 1,07281458377838 1,05998468399048 0,926926672458649 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 10,39 11,67 11,15 11,15 21,42 2,142 2,142 2,142 1,039 1,167 1,115 1,115 2,142
"89" 1515 1,03377938270569 1,29264092445374 1,31446635723114 1,25821483135223 1,64727818965912 1,76596176624298 1,79996144771576 1,81068742275238 0 1 0 0 0 0 0 0 10 0 11,67 20,21 20,21 20,21 11,15 11,15 1,47 11,15 1,167 2,021 2,021 2,021 1,115 1,115 0,147 1,115
"90" 1520 1,3759229183197 1,35390782356262 1,34957683086395 1,3511974811554 1,37030577659607 1,40131866931915 1,58054280281067 1,63599491119385 1 1 0 0 0 0 0 1 12 1 11,15 9,15 11,15 11,15 11,15 1,47 5,34 5,34 1,115 0,915 1,115 1,115 1,115 0,147 0,534 0,534
"91" 1528 0,9788978099823 1,24171316623688 1,25972044467926 1,03226292133331 1,19619357585907 1,1681045293808 1,36640453338623 1,39831292629242 1 0 0 0 0 0 0 0 10 1 10,39 10,39 10,39 10,39 10,39 10,39 10,39 10,39 1,039 1,039 1,039 1,039 1,039 1,039 1,039 1,039
"92" 1554 1,31186735630035 1,22266495227814 1,40886664390564 1,57434105873108 1,45585882663727 1,87482488155365 1,87394618988037 1,73372638225555 0 0 1 0 0 0 0 0 12 0 11,15 11,15 1,47 11,15 21,42 21,42 21,42 21,42 1,115 1,115 0,147 1,115 2,142 2,142 2,142 2,142
"93" 1575 1,57605147361755 1,74201738834381 1,7788268327713 1,87116158008575 1,65639555454254 1,7830296754837 1,59482514858246 1,99509119987488 0 0 0 0 0 0 0 0 13 0 11,67 1,47 20,21 9,2 1,47 20,21 20,21 20,21 1,167 0,147 2,021 0,92 0,147 2,021 2,021 2,021
"94" 1576 1,3247013092041 1,34707367420197 1,5626699924469 3,20068907737732 1,83830094337463 1,87044858932495 0,825764715671539 1,84471440315247 0 0 0 0 0 0 0 0 11 0 21,42 10,39 10,39 10,39 21,42 21,42 21,42 21,42 2,142 1,039 1,039 1,039 2,142 2,142 2,142 2,142
"95" 1628 1,17647290229797 1,32425892353058 1,23596632480621 1,59299409389496 1,72536635398865 1,82002902030945 1,83614110946655 1,86107897758484 0 0 0 0 0 0 0 0 12 0 11,15 11,67 5,34 11,67 10,39 10,39 10,39 20,21 1,115 1,167 0,534 1,167 1,039 1,039 1,039 2,021
"96" 1641 2,11169052124023 2,17055225372314 2,13483929634094 2,07243013381958 2,04054093360901 2,01895833015442 2,16738247871399 1,8734884262085 0 0 0 0 0 0 0 0 12 0 20,21 20,21 20,21 20,21 20,21 20,21 20,21 11,67 2,021 2,021 2,021 2,021 2,021 2,021 2,021 1,167
"97" 1644 0,560979187488556 1,54636526107788 1,53189837932587 1,59187865257263 1,68516790866852 1,64817869663239 1,56597936153412 2,06842255592346 1 0 0 0 0 0 0 0 12 0 20,21 11,67 1,47 1,47 9,2 1,47 11,67 1,47 2,021 1,167 0,147 0,147 0,92 0,147 1,167 0,147
"98" 1653 -0,38458189368248 1,88607013225555 1,98738515377045 2,13666105270386 1,80423378944397 2,13012146949768 2,63141322135925 2,79311800003052 1 1 1 1 1 0 0 0 15 0 1,47 5,34 1,47 1,47 1,47 11,67 11,67 11,67 0,147 0,534 0,147 0,147 0,147 1,167 1,167 1,167
"99" 1654 1,62484169006348 1,61687290668488 1,42961943149567 1,73645997047424 1,71604156494141 1,80902123451233 1,79996144771576 2,18385243415833 0 0 0 0 0 0 0 0 11 0 20,21 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,021 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"100" 1721 1,7844717502594 1,93486034870148 2,02697563171387 2,10982179641724 2,12883353233337 2,09446573257446 2,25671982765198 2,91090106964111 0 1 0 0 0 1 0 0 11 0 5,34 21,42 21,42 21,42 21,42 21,42 21,42 21,42 0,534 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"101" 1742 1,46162474155426 1,68290507793427 1,87282490730286 2,04386377334595 2,35037565231323 2,38713550567627 2,41087055206299 2,48011803627014 1 1 0 0 0 0 0 0 12 0 1,47 1,47 21,42 21,42 9,2 21,42 21,42 21,42 0,147 0,147 2,142 2,142 0,92 2,142 2,142 2,142
"102" 1744 1,63032114505768 1,6835458278656 1,78101742267609 1,3816385269165 2,03062415122986 1,81069767475128 2,0123975276947 2,32003283500671 1 1 1 1 1 1 1 1 11 0 5,34 21,42 21,42 21,42 1,47 21,42 10,39 21,42 0,534 2,142 2,142 2,142 0,147 2,142 1,039 2,142
"103" 1763 0,64350026845932 0,897941589355469 1,27879655361176 1,33544921875 1,52620029449463 1,43420350551605 0,0603747256100178 1,39377593994141 0 0 1 1 0 0 0 0 11 0 11,15 10,39 10,39 10,39 10,39 10,39 10,39 10,39 1,115 1,039 1,039 1,039 1,039 1,039 1,039 1,039
"104" 1777 1,38938808441162 1,24171316623688 0,985908806324005 1,14405429363251 1,65460050106049 1,64817869663239 1,33305990695953 1,73818075656891 0 0 0 0 0 1 1 0 15 0 9,2 1,47 1,47 1,47 5,34 9,2 9,2 10,39 0,92 0,147 0,147 0,147 0,534 0,92 0,92 1,039
"105" 1843 2,36429023742676 2,33761811256409 2,41644048690796 2,51386737823486 2,64762735366821 2,6362133026123 2,71875524520874 2,76874399185181 0 0 0 0 0 0 0 0 15 0 9,2 20,21 1,47 9,2 20,21 9,2 11,15 9,2 0,92 2,021 0,147 0,92 2,021 0,92 1,115 0,92
"106" 1891 0,937173962593079 1,01883041858673 1,11995851993561 0,838389754295349 1,24624824523926 1,19797778129578 1,25341773033142 1,30146312713623 1 0 0 0 0 0 0 0 12 0 11,15 11,15 11,15 10,39 10,39 10,39 10,39 10,39 1,115 1,115 1,115 1,039 1,039 1,039 1,039 1,039
"107" 1895 1,65445625782013 1,58954775333405 1,74877226352692 1,87059211730957 2,05411005020142 1,90389847755432 2,0838770866394 2,28229236602783 0 0 1 1 1 1 1 1 13 0 11,15 11,15 10,39 10,39 10,39 10,39 10,39 10,39 1,115 1,115 1,039 1,039 1,039 1,039 1,039 1,039
"108" 1899 1,44799959659576 1,24171316623688 1,38034844398499 0,980969607830048 1,394864320755 1,40131866931915 1,49457979202271 1,36245763301849 0 0 0 0 0 0 0 0 12 0 5,34 1,47 5,34 11,15 11,15 11,15 5,34 1,47 0,534 0,147 0,534 1,115 1,115 1,115 0,534 0,147
"109" 1925 1,00599110126495 1,63740956783295 1,57071912288666 1,75798630714417 1,90386009216309 1,83358192443848 1,98545908927917 1,94857120513916 0 0 0 0 0 0 0 0 11 0 20,21 11,67 11,15 11,15 21,42 21,42 21,42 21,42 2,021 1,167 1,115 1,115 2,142 2,142 2,142 2,142
"110" 1930 1,07400751113892 0,966762006282806 1,32425892353058 0,560657978057861 1,68254637718201 1,85874354839325 1,99101662635803 2,14876103401184 0 0 0 0 0 0 0 0 11 0 10,39 11,15 11,15 11,15 11,15 20,21 20,21 11,67 1,039 1,115 1,115 1,115 1,115 2,021 2,021 1,167
"111" 1961 1,16601550579071 1,86202871799469 1,8503520488739 1,83412075042725 1,92838132381439 1,85984992980957 2,00925898551941 2,29861927032471 0 0 0 0 0 0 0 0 12 0 21,42 21,42 11,15 21,42 21,42 21,42 21,42 21,42 2,142 2,142 1,115 2,142 2,142 2,142 2,142 2,142
"112" 1963 1,50862419605255 1,50613832473755 1,91480803489685 1,819908618927 1,69312846660614 1,68208026885986 1,71582210063934 1,74714946746826 0 0 0 0 0 0 0 0 11 0 11,15 11,15 11,15 11,15 9,2 9,2 11,15 11,67 1,115 1,115 1,115 1,115 0,92 0,92 1,115 1,167
"113" 1979 2,02354168891907 2,00429368019104 1,8610600233078 2,07115602493286 1,99527668952942 1,99196898937225 2,02150368690491 1,99793815612793 1 1 1 1 1 1 1 1 12 0 11,15 11,15 11,15 11,15 21,42 9,2 21,42 11,15 1,115 1,115 1,115 1,115 2,142 0,92 2,142 1,115
"114" 1988 -0,247380778193474 2,28353691101074 1,29470014572144 1,15004599094391 1,57105088233948 -0,742698967456818 1,85125470161438 1,97287034988403 0 0 1 0 0 0 0 0 12 0 5,34 11,15 11,15 11,15 21,42 5,34 11,15 21,42 0,534 1,115 1,115 1,115 2,142 0,534 1,115 2,142
"115" 2000 1,90495550632477 1,87926232814789 1,74619567394257 2,09313488006592 1,84476375579834 1,6781622171402 1,76562190055847 1,75984227657318 1 0 1 0 0 0 0 1 11 0 11,15 11,15 11,15 21,42 11,15 11,15 11,15 21,42 1,115 1,115 1,115 2,142 1,115 1,115 1,115 2,142
"116" 2014 2,35905933380127 1,92309546470642 1,40492689609528 0,799549877643585 1,31408226490021 1,26134777069092 1,49843335151672 1,55012857913971 1 0 0 0 0 0 0 0 12 0 21,42 11,67 20,21 21,42 21,42 11,15 11,15 11,15 2,142 1,167 2,021 2,142 2,142 1,115 1,115 1,115
"117" 2025 1,4838924407959 1,23398864269257 1,53261649608612 1,65847063064575 1,81627762317657 2,01590347290039 2,3565719127655 1,316654920578 0 0 0 0 0 0 0 1 13 0 20,21 10,39 20,21 20,21 21,42 11,15 21,42 21,42 2,021 1,039 2,021 2,021 2,142 1,115 2,142 2,142
"118" 2038 0,89439582824707 1,04334962368011 1,3424596786499 1,31101059913635 1,01255905628204 1,32987380027771 1,83888804912567 2,21775388717651 0 0 0 0 0 0 0 0 10 0 10,39 10,39 10,39 10,39 10,39 1,47 9,2 9,2 1,039 1,039 1,039 1,039 1,039 0,147 0,92 0,92
"119" 2075 2,00568032264709 1,75999653339386 1,87321746349335 1,81697726249695 1,86956119537354 2,05844712257385 2,23424696922302 2,22513389587402 1 1 1 0 0 0 0 0 12 0 11,15 11,15 11,15 9,2 9,2 11,15 11,15 9,2 1,115 1,115 1,115 0,92 0,92 1,115 1,115 0,92
"120" 2101 2,00761532783508 2,26336431503296 2,24054980278015 2,3484365940094 2,48804521560669 2,46828556060791 2,34657621383667 2,49034476280212 0 0 0 1 0 1 1 0 12 0 21,42 21,42 21,42 11,15 21,42 21,42 21,42 21,42 2,142 2,142 2,142 1,115 2,142 2,142 2,142 2,142
"121" 2106 1,67656648159027 1,57243430614471 1,76470375061035 1,81502223014832 1,77215850353241 1,84600448608398 1,84535503387451 1,81228876113892 1 1 1 1 1 1 1 1 12 0 21,42 5,34 11,15 1,47 1,47 1,47 5,34 1,47 2,142 0,534 1,115 0,147 0,147 0,147 0,534 0,147
"122" 2107 1,29659986495972 1,61465990543365 1,25057125091553 1,49185931682587 1,89057624340057 1,94364297389984 2,05419564247131 2,0354323387146 0 0 1 1 0 0 0 0 10 0 11,15 11,15 11,15 11,15 10,39 10,39 10,39 10,39 1,115 1,115 1,115 1,115 1,039 1,039 1,039 1,039
"123" 2108 1,46741759777069 1,9616584777832 2,07207345962524 2,10547113418579 2,05193090438843 2,33326125144958 2,47103428840637 2,45414257049561 0 1 1 1 1 1 1 1 12 0 11,15 11,15 1,47 9,2 9,2 9,2 9,2 9,2 1,115 1,115 0,147 0,92 0,92 0,92 0,92 0,92
"124" 2147 -0,0210809875279665 -0,148845627903938 0,180695295333862 -0,0361544787883759 0,397348135709763 0,972621262073517 0,563094437122345 0,759070038795471 0 0 0 0 0 0 0 0 11 0 10,39 10,39 10,39 20,21 1,47 1,47 20,21 10,39 1,039 1,039 1,039 2,021 0,147 0,147 2,021 1,039
"125" 2157 1,46208429336548 0,326793193817139 1,56396222114563 1,11319255828857 1,2096027135849 1,1294721364975 1,3545138835907 0,49224379658699 0 0 0 0 1 0 0 0 11 0 21,42 11,15 21,42 21,42 21,42 21,42 20,21 20,21 2,142 1,115 2,142 2,142 2,142 2,142 2,021 2,021
"126" 2163 2,16826701164246 2,4831690788269 1,90022385120392 2,60296010971069 2,32879209518433 2,1897759437561 2,22854900360107 2,3231143951416 1 1 1 1 1 1 1 1 12 0 11,15 11,15 11,15 11,15 5,34 11,15 11,15 11,15 1,115 1,115 1,115 1,115 0,534 1,115 1,115 1,115
"127" 2173 1,34263908863068 1,29578030109406 1,23374497890472 1,20411312580109 1,30785298347473 1,47827970981598 1,45821213722229 1,64976978302002 0 0 0 0 0 0 0 0 12 0 11,15 21,42 11,15 11,15 21,42 21,42 21,42 21,42 1,115 2,142 1,115 1,115 2,142 2,142 2,142 2,142
"128" 2180 1,18870425224304 1,48573935031891 1,22340857982635 1,64744853973389 1,8003294467926 1,87132227420807 1,83220648765564 1,97556209564209 0 0 0 0 0 0 0 0 10 0 11,15 21,42 5,34 1,47 21,42 21,42 21,42 11,15 1,115 2,142 0,534 0,147 2,142 2,142 2,142 1,115
"129" 2183 1,38737499713898 1,46485662460327 1,27356588840485 1,44304716587067 1,63125312328339 1,9482833147049 2,06208539009094 2,12776279449463 0 0 0 0 0 0 0 0 13 0 21,42 5,34 11,15 11,15 21,42 21,42 21,42 20,21 2,142 0,534 1,115 1,115 2,142 2,142 2,142 2,021
"130" 2216 1,64645051956177 1,09486925601959 2,09291362762451 1,38771760463715 1,8450653553009 2,17142677307129 2,34196639060974 2,01588773727417 0 0 0 0 1 0 0 0 12 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"131" 2220 1,95722389221191 1,72746515274048 2,05822825431824 2,39038634300232 2,42976069450378 2,62900805473328 2,34263920783997 2,40007543563843 1 1 1 0 1 0 0 0 14 0 1,47 1,47 11,15 9,2 9,2 9,2 9,2 9,2 0,147 0,147 1,115 0,92 0,92 0,92 0,92 0,92
"132" 2227 1,0913245677948 1,44571781158447 1,45055270195007 1,47854995727539 1,54901504516602 1,47827970981598 1,49457979202271 1,58914518356323 0 0 1 0 0 0 0 1 12 0 21,42 5,34 21,42 5,34 21,42 21,42 5,34 21,42 2,142 0,534 2,142 0,534 2,142 2,142 0,534 2,142
"133" 2264 1,05643737316132 1,02961945533752 1,38141739368439 1,43772804737091 1,61800789833069 -0,593781709671021 1,6405336856842 1,64976978302002 0 0 1 1 1 0 0 1 12 1 11,15 11,15 11,15 11,15 11,15 11,15 11,15 11,15 1,115 1,115 1,115 1,115 1,115 1,115 1,115 1,115
"134" 2306 1,64973926544189 -0,405465096235275 1,00580525398254 1,15269362926483 1,42109286785126 1,27348530292511 1,23815023899078 1,70692825317383 0 0 0 0 0 1 0 0 9 0 5,34 5,34 11,15 21,42 21,42 21,42 21,42 21,42 0,534 0,534 1,115 2,142 2,142 2,142 2,142 2,142
"135" 2312 1,63738167285919 1,71943879127502 1,92689216136932 1,99213171005249 2,17656493186951 2,0711030960083 2,40130114555359 2,34291696548462 0 0 0 0 0 0 0 0 13 0 1,47 9,2 9,2 9,2 9,2 9,2 20,21 9,2 0,147 0,92 0,92 0,92 0,92 0,92 2,021 0,92
"136" 2314 2,03578615188599 1,92938089370728 1,89880037307739 2,08831548690796 2,02347302436829 2,01108431816101 2,07439827919006 2,05523490905762 0 0 0 0 1 1 1 1 12 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"137" 2329 1,37909841537476 1,76317203044891 2,10806059837341 1,81138491630554 1,74317097663879 1,9473569393158 2,13733553886414 1,81289613246918 0 0 0 0 0 0 0 0 14 0 11,15 21,42 21,42 21,42 21,42 21,42 21,42 21,42 1,115 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"138" 2335 1,56788814067841 1,53905713558197 1,28503823280334 1,43772804737091 1,76258909702301 1,51464736461639 1,49457979202271 1,30146312713623 0 0 0 0 0 0 0 0 12 0 11,67 11,67 11,67 1,47 1,47 1,47 20,21 1,47 1,167 1,167 1,167 0,147 0,147 0,147 2,021 0,147
"139" 2341 0,90204119682312 1,07880961894989 1,56251621246338 1,84416735172272 1,90568995475769 2,06237745285034 2,16646146774292 2,36025404930115 0 1 1 1 1 1 1 1 11 0 11,67 1,47 1,47 1,47 1,47 1,47 1,47 1,47 1,167 0,147 0,147 0,147 0,147 0,147 0,147 0,147
"140" 2351 1,22485601902008 0,934639871120453 1,10512340068817 1,44029545783997 1,20827829837799 0,95503157377243 1,55400323867798 1,49483454227448 0 0 0 0 0 0 0 0 11 1 5,34 11,15 11,15 5,34 21,42 5,34 11,15 21,42 0,534 1,115 1,115 0,534 2,142 0,534 1,115 2,142
"141" 2386 1,19726800918579 0,629585683345795 0,583803713321686 0,925409853458405 1,11200153827667 1,07561373710632 1,47622549533844 1,52857387065887 1 1 0 0 0 0 0 0 10 0 1,47 10,39 1,47 1,47 1,47 1,47 1,47 20,21 0,147 1,039 0,147 0,147 0,147 0,147 0,147 2,021
"142" 2401 1,18669009208679 1,3062516450882 1,73564147949219 1,68224811553955 1,87297761440277 1,9059830904007 2,02660751342773 2,0067024230957 1 1 1 0 1 1 1 0 12 0 5,34 21,42 11,15 11,15 21,42 11,15 11,15 21,42 0,534 2,142 1,115 1,115 2,142 1,115 1,115 2,142
"143" 2413 2,18573904037476 2,19001650810242 2,18925642967224 2,10206341743469 2,14336156845093 2,11379647254944 2,17911028862 2,28229236602783 1 1 1 1 1 1 1 1 12 0 1,47 20,21 21,42 1,47 1,47 1,47 5,34 1,47 0,147 2,021 2,142 0,147 0,147 0,147 0,534 0,147
"144" 2421 1,37873959541321 1,04982209205627 1,31242454051971 1,22837781906128 1,14354991912842 1,26699280738831 1,12623238563538 1,0678483247757 0 0 0 0 0 0 0 0 12 0 9,15 9,15 9,15 9,15 9,15 9,15 9,15 9,15 0,915 0,915 0,915 0,915 0,915 0,915 0,915 0,915
"145" 2445 1,46252763271332 1,54750692844391 1,3350578546524 1,21932947635651 1,47832190990448 2,02129435539246 1,73470413684845 1,78540968894958 1 0 0 0 0 0 0 0 12 0 5,34 11,15 1,47 20,21 20,21 11,15 11,15 11,15 0,534 1,115 0,147 2,021 2,021 1,115 1,115 1,115
"146" 2451 1,60215020179749 1,63475573062897 1,73929357528687 1,78112065792084 1,80508661270142 2,09965682029724 2,06647229194641 1,93007183074951 0 0 0 0 0 0 0 0 12 0 20,21 20,21 20,21 20,21 20,21 20,21 20,21 20,21 2,021 2,021 2,021 2,021 2,021 2,021 2,021 2,021
"147" 2494 0,339826077222824 0,71219539642334 1,14432120323181 0,980790138244629 1,58879137039185 1,82145047187805 1,9649178981781 1,98913085460663 0 0 1 0 1 1 1 1 13 0 10,39 10,39 21,42 21,42 10,39 10,39 10,39 10,39 1,039 1,039 2,142 2,142 1,039 1,039 1,039 1,039
"148" 2508 1,91800320148468 1,84784889221191 1,97317290306091 2,10127472877502 2,04545187950134 2,11033916473389 2,0871856212616 2,07688760757446 0 0 0 0 0 0 0 0 13 0 21,42 9,2 21,42 9,2 9,2 21,42 21,42 21,42 2,142 0,92 2,142 0,92 0,92 2,142 2,142 2,142
"149" 2535 1,71122622489929 1,65559363365173 1,68093395233154 1,56267058849335 1,6412034034729 1,53584957122803 1,56357264518738 1,61899816989899 1 1 0 0 0 0 1 0 12 0 5,34 5,34 5,34 5,34 11,15 11,15 9,15 11,15 0,534 0,534 0,534 0,534 1,115 1,115 0,915 1,115
"150" 2540 0,948640525341034 1,06738615036011 1,27546882629395 1,21972584724426 1,06944191455841 1,24468791484833 1,03027415275574 1,44160974025726 0 0 1 0 0 0 0 0 10 0 9,15 9,15 11,15 9,15 21,42 11,15 11,15 21,42 0,915 0,915 1,115 0,915 2,142 1,115 1,115 2,142
"151" 2685 1,84004163742065 1,79814922809601 2,09889912605286 2,26700735092163 2,36942386627197 2,39605093002319 2,45283460617065 2,57775664329529 0 0 0 0 0 0 0 0 13 0 9,2 9,2 9,2 9,2 9,2 9,2 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,92 0,92 0,92
"152" 2711 1,2193865776062 1,2951887845993 1,03936922550201 1,11551594734192 1,23305070400238 1,36049664020538 1,57074689865112 1,58914518356323 1 0 1 0 1 0 0 1 12 0 11,15 11,15 11,15 11,15 11,15 11,15 11,15 11,15 1,115 1,115 1,115 1,115 1,115 1,115 1,115 1,115
"153" 2718 2,14114665985107 2,15615653991699 2,26221108436584 2,28502583503723 2,43631815910339 2,30957722663879 2,35203003883362 2,31306409835815 1 1 1 1 1 1 1 1 11 1 11,15 21,42 11,15 11,15 11,15 11,15 11,15 11,15 1,115 2,142 1,115 1,115 1,115 1,115 1,115 1,115
"154" 2721 1,54330968856812 1,56218504905701 1,50295078754425 0,880941987037659 0,231112718582153 1,20086658000946 0,909646213054657 1,02070116996765 0 0 1 0 1 0 0 0 9 0 5,34 21,42 21,42 21,42 5,34 11,15 21,42 11,15 0,534 2,142 2,142 2,142 0,534 1,115 2,142 1,115
"155" 2733 0,754852414131165 1,08866190910339 1,01715886592865 0,989703297615051 1,01001846790314 1,05376636981964 0,925013661384583 0,902428925037384 0 0 1 0 1 0 0 0 12 1 11,15 11,15 11,15 11,15 11,15 11,15 11,15 11,15 1,115 1,115 1,115 1,115 1,115 1,115 1,115 1,115
"156" 2741 1,44799959659576 1,34707367420197 1,28503823280334 1,35071659088135 1,43568634986877 1,44053936004639 1,6281111240387 1,67875730991364 0 0 0 0 1 0 0 0 12 0 11,15 11,15 11,15 11,15 11,15 11,15 11,15 11,15 1,115 1,115 1,115 1,115 1,115 1,115 1,115 1,115
"157" 2745 1,78832542896271 1,6835458278656 1,87282490730286 1,66087162494659 1,61800789833069 1,64817869663239 1,68873584270477 1,7609955072403 0 1 0 0 0 0 0 0 12 0 20,21 5,34 1,47 1,47 1,47 1,47 1,47 1,47 2,021 0,534 0,147 0,147 0,147 0,147 0,147 0,147
"158" 2751 1,60215020179749 1,57021725177765 1,66768872737885 1,35486721992493 1,51870965957642 1,51464736461639 1,74589419364929 1,95205068588257 1 0 1 1 1 1 0 1 12 1 21,42 21,42 21,42 21,42 21,42 11,15 21,42 21,42 2,142 2,142 2,142 2,142 2,142 1,115 2,142 2,142
"159" 2774 1,97862780094147 2,1490752696991 2,29770803451538 2,08575487136841 2,18640327453613 2,01108431816101 2,03357625007629 1,90759897232056 0 0 0 0 0 0 0 0 14 0 21,42 21,42 21,42 21,42 5,34 21,42 21,42 21,42 2,142 2,142 2,142 2,142 0,534 2,142 2,142 2,142
"160" 2801 1,10954511165619 1,28193438053131 1,25387811660767 1,26506841182709 1,26133286952972 1,27373611927032 1,37168169021606 1,5242965221405 1 0 0 0 0 0 0 1 10 0 5,34 1,47 21,42 11,15 1,47 1,47 1,47 20,21 0,534 0,147 2,142 1,115 0,147 0,147 0,147 2,021
"161" 2813 0,624082148075104 1,26155149936676 1,62761890888214 1,62228989601135 1,62027287483215 1,59573221206665 1,71772336959839 1,63164401054382 0 0 0 0 0 0 0 0 13 0 21,42 21,42 9,2 9,15 9,15 5,34 9,15 9,15 2,142 2,142 0,92 0,915 0,915 0,534 0,915 0,915
"162" 2833 1,89133489131927 1,78890645503998 1,83508455753326 1,8879063129425 1,84700644016266 1,88894391059875 1,92281079292297 1,83349096775055 0 0 0 0 0 0 0 0 12 0 11,15 11,15 20,21 11,15 11,15 11,15 11,15 11,15 1,115 1,115 2,021 1,115 1,115 1,115 1,115 1,115
"163" 2839 1,55487895011902 1,64717829227448 1,68649530410767 1,64053285121918 1,74317097663879 2,02605581283569 1,94656491279602 1,97355687618256 0 0 0 0 0 0 0 0 13 0 9,2 9,2 21,42 9,2 9,2 9,2 9,2 9,2 0,92 0,92 2,142 0,92 0,92 0,92 0,92 0,92
"164" 2842 1,47925209999084 1,82571172714233 1,69149363040924 1,80879175662994 1,98256731033325 1,98311364650726 2,82618427276611 2,41112518310547 0 0 0 0 0 0 0 0 13 0 10,39 1,47 9,2 9,2 9,2 1,47 20,21 11,67 1,039 0,147 0,92 0,92 0,92 0,147 2,021 1,167
"165" 2866 1,33685028553009 1,49437880516052 2,04075360298157 1,99297297000885 1,93921267986298 2,08866286277771 2,28457689285278 1,93670427799225 0 1 0 0 0 0 0 0 9 0 11,15 11,15 21,42 11,15 21,42 21,42 20,21 5,34 1,115 1,115 2,142 1,115 2,142 2,142 2,021 0,534
"166" 2868 2,29360198974609 1,56573665142059 1,81265294551849 1,89854323863983 2,0076208114624 2,14355659484863 3,39752602577209 2,07134962081909 1 0 0 0 0 0 0 0 13 0 5,34 5,34 11,15 5,34 1,47 1,47 20,21 11,67 0,534 0,534 1,115 0,534 0,147 0,147 2,021 1,167
"167" 2874 0,37893271446228 1,07513988018036 0,746522665023804 1,20661628246307 1,1857236623764 1,32739675045013 1,19823777675629 1,40865683555603 0 0 0 0 0 0 0 0 9 0 5,34 11,67 21,42 21,42 21,42 11,15 5,34 21,42 0,534 1,167 2,142 2,142 2,142 1,115 0,534 2,142
"168" 2916 1,18403398990631 1,71866393089294 1,69649839401245 1,72541010379791 1,97512447834015 0,941930949687958 1,4204717874527 1,64647769927979 0 0 0 0 0 0 0 0 12 0 11,15 1,47 1,47 1,47 1,47 1,47 1,47 20,21 1,115 0,147 0,147 0,147 0,147 0,147 0,147 2,021
"169" 2951 1,1627242565155 1,20397281646729 1,08087718486786 0,832566380500793 1,18223738670349 1,36049664020538 1,35717701911926 1,38150584697723 0 0 0 0 0 0 0 0 9 1 11,15 20,21 11,15 1,47 5,34 11,15 11,15 5,34 1,115 2,021 1,115 0,147 0,534 1,115 1,115 0,534
"170" 2980 1,66656124591827 1,33750414848328 1,37246108055115 1,57787466049194 1,11450338363647 1,70801877975464 1,80052721500397 1,96070873737335 0 0 0 0 0 0 0 0 15 0 9,2 9,2 9,2 9,2 9,2 9,2 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,92 0,92 0,92
"171" 2994 1,30489873886108 1,31656098365784 1,73180961608887 1,53101599216461 1,92021799087524 1,5783656835556 2,05005741119385 1,94650721549988 0 0 0 0 0 0 0 0 12 0 21,42 21,42 20,21 1,47 21,42 20,21 20,21 1,47 2,142 2,142 2,021 0,147 2,142 2,021 2,021 0,147
"172" 2997 1,40020895004272 1,62593221664429 1,90771436691284 1,70505106449127 1,81867861747742 1,77290892601013 1,72342133522034 2,04340052604675 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 20,21 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,021 2,142 2,142 2,142 2,142
"173" 3017 1,45810282230377 1,76007914543152 1,78867816925049 2,05292844772339 2,43647837638855 2,90142250061035 3,07956957817078 2,62469935417175 1 1 1 1 0 0 0 0 14 0 5,34 1,47 1,47 11,67 9,2 9,2 9,2 9,2 0,534 0,147 0,147 1,167 0,92 0,92 0,92 0,92
"174" 3037 2,0685760974884 2,15800380706787 2,20132899284363 2,09265398979187 2,47553896903992 2,21698594093323 2,26726484298706 2,27717733383179 1 1 1 1 1 1 1 1 12 0 1,47 1,47 1,47 1,47 1,47 1,47 1,47 1,47 0,147 0,147 0,147 0,147 0,147 0,147 0,147 0,147
"175" 3059 1,86393594741821 1,61710608005524 1,86695981025696 1,78238749504089 1,86883187294006 1,80332064628601 1,66559422016144 1,71697854995728 1 1 1 1 1 1 1 1 12 0 5,34 5,34 5,34 21,42 5,34 5,34 5,34 21,42 0,534 0,534 0,534 2,142 0,534 0,534 0,534 2,142
